OBJECTID,linkid,description,site_origin,site_destination,direction
55741,882,"Wurundjeri Way, Bourke St to Flinders St",4437,4526,SB
55742,883,"Wurundjeri Way, Flinders St to Bourke St ",4526,4437,NB
55743,884,"Wurundjeri Way,  Bourke St to Dudley St ",4437,4488,NB
55744,885,"Wurundjeri Way, Dudley St to Bourke St",4488,4437,SB
55745,886,"Dudley St, Wurundjeri Way to King St",4488,4517,EB
55746,887,"Dudley St, King St to Wurundjeri Way",4517,4488,WB
55747,888,"Dudley St/Victoria St,  King St to Elizabeth St",4517,4388,EB
55748,889,"Victoria St/Dudley, Elizabeth St to King St",4388,4517,WB
55749,890,"Dudley St, Footscray Rd to Wurundjeri Way",4373,4488,EB
55750,891,"Dudley St, Wurundjeri Way to Footscray Rd",4488,4373,WB
55751,892,"Williamstown Rd, Francis St to Westgate Fwy ",4230,2880,SB
55752,893,"Williamstown Rd, Westgate Fwy to Francis St",2880,4230,NB
55753,894,"King St, Flinders St to Dudley St",2929,4517,NB
55754,895,"King St, Dudley St to Flinders St",4517,2929,SB
55755,896,"King St, Victoria St to Dudley St ",4502,4517,SB
55756,897,"King St, Dudley St to Victoria St",4517,4502,NB
55757,900,"Nepean Hwy, Glen Huntly Rd to Glen Eira Rd",2312,2310,NB
55758,901,"Nepean Hwy, Glen Eira Rd to Glen Huntly Rd",2310,2312,SB
55759,902,"Centre Rd, East Boundary Rd to Jasper Rd",4613,3441,WB
55760,903,"Centre Rd, Jasper Rd to East Boundary Rd",3441,4613,EB
55761,904,"Centre Rd, Warrigal Rd to East Boundary Rd",3694,4613,WB
55762,905,"Centre Rd, East Boundary Rd to Warrigal Rd",4613,3694,EB
55763,906,"North Rd, Murrumbeena Rd to Jasper Rd",3560,3558,WB
55764,907,"North Rd, Jasper Rd to Murrumbeena Rd",3558,3560,EB
55765,908,"North Rd, Booran Rd to Hawthorn Rd",3555,3553,WB
55766,909,"North Rd, Hawthorn Rd to Booran Rd",3553,3555,EB
55767,910,"Royal Pde, Cemetry Rd to Brunswick Rd",4384,3112,NB
55768,911,"Royal Pde, Brunswick Rd to Cemetry Rd",3112,4384,SB
55769,912,"Blyth St, Nicholson St to Sydney Rd",4023,4010,WB
55770,913,"Blyth St, Sydney Rd to Nicholson St",4010,4023,EB
55771,914,"Sydney Rd, Brunswick Rd to Victoria St",3112,4011,NB
55772,915,"Sydney Rd, Victoria St to Brunswick Rd",4011,3112,SB
55773,916,"Sydney Rd, Victoria St to Moreland Rd",4011,4001,NB
55774,917,"Sydney Rd, Morelad Rd to Victoria St",4001,4011,SB
55775,920,"Sydney Rd, Munro St to Bell St",4130,3054,NB
55776,921,"Sydney Rd, Bell St to Munro St",3054,4130,SB
55777,922,"Brunswick Rd, Sydney Rd to Nicholson St",3112,3115,EB
55778,923,"Brunswick Rd, Nicholson St to Syndey Rd",3115,3112,WB
55779,924,"Dynon Rd, CityLink off ramp to King St",4487,4517,SB
55780,925,"Dynon Rd, King St to CityLink off ramp",4517,4487,NB
55781,926,"Carinish Rd, North Rd to Clayton Rd",3566,3206,EB
55782,927,"Carinish Rd, Clayton Rd to North Rd",3206,3566,WB
55783,928,"Carinish Rd, Clayton Rd to Centre Rd",3206,4698,EB
55784,929,"Carinish Rd, Centre Rd to Clayton Rd",4698,3206,WB
55785,930,"Clayton Rd, North Rd to Carinish Rd",3570,3206,SB
55786,931,"Clayton Rd, Carinish Rd to North Rd",3206,3570,NB
55787,932,"Clayton Rd, Carinish Rd to Centre Rd",3206,3198,SB
55788,933,"Clayton Rd, Centre Rd to Carinish Rd",3198,3206,NB
55789,934,"Neerim Rd, Murrumbeena Rd to Poath Rd",4085,4086,EB
55790,935,"Neerim Rd, Poath Rd to Murrumbeena Rd",4086,4085,WB
55791,936,"Poath Rd, Neerim Rd to Railway Pde",4086,4101,SB
55792,937,"Poath Rd, Railway Pde to Neerim Rd",4101,4086,NB
55793,938,"Neerim Rd, PHE to Poath Rd",2425,4086,WB
55794,960,"Curzon St - Harker St, Victoria St to Flemington Rd",4502,4465,NB
55795,961,"Harker St-Curzon St, Flemington Rd to Victoria St",4465,4502,SB
55796,962,"North Rd, Milgate St to Clayton Rd",3566,3570,EB
55797,963,"North Rd, Clayton Rd to Milgate St",3570,3566,WB
55798,964,"Wattletree Rd, Glenferrie Rd to Burke Rd",4365,4368,EB
55799,965,"Wattletree Rd, Burke Rd to Glenferrie Rd",4368,4365,WB
55800,969,"Melton Hwy, Calder Park Drive to McCubbin Drive",2597,2640,EB
55801,970,"Melton Hwy, McCubbin Drive to Calder Park Drive",2640,2597,WB
55802,971,"Abbotts Rd, Dandenong Valley Hwy to South Gippsland Hwy",304,961,EB
55803,972,"Abbotts Rd, South Gippsland Hwy to Dandenong Valley Hwy",961,304,WB
55804,973,"South Gippsland Hwy, McDowall Rd to Abbotts Rd",569,961,NB
55805,974,"South Gippsland Hwy, Abbotts Rd to McDowall Rd",961,569,SB
55806,975,"South Gippsland Hwy, Greens Rd to Abbotts Rd",252,961,SB
55807,976,"South Gippsland Hwy, Abbotts Rd to Greens Rd",961,252,NB
55808,977,"Kororoit Creek Rd, Maidstone St to Millers Rd",3480,3506,EB
55809,978,"Kororoit Creek Rd, Millers Rd to Maidstone St",3506,3480,WB
55810,979,"Kororoit Creek Rd, Millers Rd to Maddox Rd",3506,3527,EB
55811,980,"Kororoit Creek Rd, Maddox Rd to Millers Rd",3527,3506,WB
55812,983,"Mahoneys Rd, Near Northcorp Blvd to Cheviot Rd",3969,3994,EB
55813,984,"Mahoneys Rd, Near Cheviot Rd to Northcorp Blvd",3994,3969,WB
55814,987,"Pascoe Vale Rd, Moreland Rd to Puckle St",3592,3510,SB
55815,988,"Pascoe Vale Rd, Puckle St to Moreland Rd",3510,3592,NB
55816,989,"Pascoe Vale Rd, Moreland Rd to Woodland St",3592,3593,NB
55817,990,"Pascoe Vale Rd, Woodland St to Moreland Rd",3593,3592,SB
55818,993,"Hume Hwy, Campbellfield Shops to Western Ring Rd",2149,2173,SB
55819,994,"Hume Hwy, Western Ring Rd to Campbellfield Shops",2173,2149,NB
55820,995,"Pascoe Vale Rd/Woodland St, Bell St to Bulla Rd",2863,1012,WB
55821,996,"Bell St, Cumberland Rd to Pascoe Vale Rd ",3050,2863,WB
55822,997,"Woodland St/Pascoe Vale Rd, Bulla Rd to Bell St",1012,2863,EB
55823,998,"Bulla Rd, Tullamarine Fwy to Woodland St",2895,1012,SB
55824,999,"Bulla Rd, Woodland St to Tullamarine Fwy",1012,2895,NB
55825,1000,"Mt Alexander Rd, Woodland St to Puckle St",1012,3510,SB
55826,1001,"Mt Alexander Rd, Puckle St to Woodland St ",3510,1012,NB
55827,1002,"Pascoe Vale Rd, Bell St to Woodland St",2863,3593,SB
55828,1003,"Pascoe Vale Rd, Woodland St to Bell St",3593,2863,NB
55829,1004,"Moreland Rd, Pascoe Vale Rd to CityLink",3592,2862,EB
55830,1005,"Moreland Rd, CityLink to Pascoe Vale Rd",2862,3592,WB
55831,1010,"Kings Way, Albert Rd to York St",2405,2400,NB
55832,1011,"Kings Way, York St to Albert Rd",2400,2405,SB
55833,1012,"Toorak Rd-Kings Way, St Kilda Rd to Albert Rd",4539,2405,WB
55834,1013,"Kings Way/Toorak Rd, Albert Rd to St Kilda Rd",2405,4539,EB
55835,1015,"Woodland St, Pascoe Vale Rd to Bulla Rd",3593,1012,WB
55836,1016,"Woodland St, Bulla Rd to Pascoe Vale Rd",1012,3593,EB
55837,1017,"St Kilda Rd, Commercial Rd to Toorak Rd",4541,4539,NB
55838,1018,"St Kilda Rd, Fitzroy St to Commercial Rd ",2302,4541,NB
55839,1019,"St Kilda Rd, Toorak Rd to Commercial Rd",4539,4541,SB
55840,1020,"St Kilda Rd, Commercial Rd to Punt Rd",4541,2301,SB
55841,1021,"Nepean Hwy, Fitzroy St to Glen Eira Rd",2302,2310,SB
55842,1024,"High St/Lorne St, Punt Rd to Queens Rd",3401,2407,WB
55843,1025,"Lorne St/High St, Queens Rd to Punt Rd",2407,3401,EB
55844,1026,"Queens Rd/Union St-St Kilda Rd, Lorne St to Punt Rd (St Kilda Jnc)",2407,2301,SB
55845,1027,"Queens Rd, Nepean Hwy to Lorne St ",2302,2407,NB
55846,1028,"Queens Rd/Dandenong Rd, Lorne St to Chapel St",2407,2409,SB
55847,1029,"Dandenong Rd /Queens Rd, Chapel St to Lorne St",2409,2407,NB
55848,1035,"Nepean Hwy, Station Rd to Seaford Rd",224,228,SB
55849,1036,"Nepean Hwy, Seaford Rd to Station Rd",228,224,NB
55850,1037,"Nepean Hwy, Seaford Rd to Fletcher Rd",228,274,SB
55851,1038,"Nepean Hwy, Fletcher Rd to Seaford Rd",274,228,NB
55852,1039,"Hwy/Beach Rd, Centreway to Centreway",2333,3036,SWB
55853,1040,"Beach Rd/Nepean Hwy, Centreway to Centreway",3036,2333,SEB
55854,1041,"Nepean Hwy, White St to Centreway",2332,2333,SB
55855,1042,"Nepean Hwy, Centreway to White St",2333,2332,NB
55856,1043,"Nepean Hwy, Centreway to Edithvale Rd",2333,216,SB
55857,1044,"Nepean Hwy, Edithvale Rd to Centreway",216,2333,NB
55858,1045,"Beach Rd/Nepean Hwy, Centreway to Centreway",3036,216,SB
55859,1046,"Nepean Hwy/Beach Rd, Centreway to Centreway",216,3036,NB
55860,1051,"Beach Rd, Bay Rd to Bluff Rd",3032,3037,SB
55861,1052,"Beach Rd, Bluff Rd to Bay Rd",3037,3032,NB
55862,1053,"Bay Rd, Beach Rd to Nepean Hwy",3032,2326,EB
55863,1054,"Bay Rd, Nepean Hwy to Beach Rd",2326,3032,WB
55864,1055,"Beach Rd, South Rd to Bay Rd",3028,3032,SB
55865,1056,"Beach Rd, Bay Rd to South Rd",3032,3028,NB
55866,1057,"South Rd, Beach Rd to Nepean Hwy",3028,2322,SB
55867,1058,"South Rd, Nepean Hwy to Beach Rd",2322,3028,WB
55868,1059,"St Kilda St/Esplanade, North Rd to South Rd",3024,3028,SB
55869,1060,"Esplanade/St Kilda St, South Rd to North Rd ",3028,3024,NB
55870,1061,"North Rd, St Kilda St to Nepean Hwy",3024,2316,WB
55871,1062,"North Rd, Nepean Hwy to St Kilda St",2316,3024,SB
55872,1063,"Glen Huntly Rd, Barkly St to Nepean Hwy",3019,2312,SB
55873,1064,"Glen Huntly Rd, Nepean Hwy to Barkly St",2312,3019,WB
55874,1065,"Esplanade/St Kilda St, Glen Huntly Rd to North Rd",3019,3024,SEB
55875,1066,"St Kilda St/Ormond Esplanade, North Rd to Glen Huntly Rd",3024,3019,NWB
55876,1067,"Barkly st, Nepean Hwy to Ormond Esplanade SB",2302,3019,SB
55877,1068,"Barkly St, Ormond Esplanade to Nepean Hwy",3019,2302,NB
55878,1069,"Bell St, Pascoe Vale Rd to Cumberland Rd",2863,3050,EB
55879,1070,"Keys Rd, Warrigal Rd to Chesterville Rd",3697,4617,WB
55880,1071,"Keys Rd, Chesterville Rd to Warrigal Rd",4617,3697,EB
55881,1072,"Wickham Rd, Chesterville Rd to Nepean Hwy",4617,2324,WB
55882,1073,"Wickham Rd, Nepean Hwy to Chesterville Rd",2324,4617,EB
55883,1074,"Springvale Rd, Wellington Rd to PHE",432,31200,SB
55884,1075,"Springvale Rd,  PHE to Wellington Rd",31200,432,NB
55885,1076,"Springvale Rd, PHE to Lightwood Rd ",31200,435,SB
55886,1077,"Springvale Rd, Lightwood Rd to PHE",435,31200,NB
55887,1078,"Centre Rd, Westall Rd to PHE ",2956,31200,EB
55888,1079,"Centre Rd, PHE to Westall Rd",31200,2956,WB
55889,1082,"PHE, Springvale Rd to Corrigan Rd",31200,188,SE
55890,1083,"PHE,Corrigan Rd to Springvale Rd",188,31200,NW
55891,1084,"Lwr Plenty Rd, Rosanna Rd to Upper Heidelberg Rd",3332,3330,WB
55892,1085,"Lwr Plenty Rd, Upper Heidelberg Rd to Rosanna Rd",3330,3332,EB
55893,1086,"Broadway-Boldrewood Pde, Marchant Ave to Plenty Rd",3216,3732,EB
55894,1087,"Boldrewood Pde-Broadway, Plenty Rd to Marchant Ave",3732,3216,NB
55895,1088,"Spring St, Viola St to Broadhurst Ave",3213,3224,NB
55896,1089,"High St, Broadhurst Ave to Viola St",3224,3213,SB
55897,1090,"Seaford Rd, Wells Rd to Nepean Hwy",516,228,WB
55898,1091,"Seaford Rd, Nepean Hwy to Wells Rd",228,516,EB
55899,1092,"McLeod Rd, Tennyson St to Nepean Hwy",552,224,WB
55900,1093,"McLeod Rd, Nepean Hwy to Tennyson St",224,552,EB
55901,1094,"Edithvale Rd, Wetlands Bike Xing to Nepean Hwy",284,216,WB
55902,1095,"Edithvale Rd, Nepean Hwy to Wetland Bike Xing",216,284,EB
55903,1096,"Karen St, Nepean Hwy to Chesterville Rd",2326,4625,EB
55904,1097,"Karen St, Chesterville Rd to Nepean Hwy",4625,2326,WB
55905,1098,"Wells Rd, Overton Rd to Beach St",735,730,SB
55906,1099,"Wells Rd, Beach St to Overton Rd",730,735,NB
55907,1100,"Narre Warren Nth Rd, Overland Dr to Princes Hwy",543,604,SB
55908,1101,"Narre Warren Nth Rd, Princes Hwy to Overland Dr",604,543,NB
55909,1102,"Narre Warren-Cranbourne Rd, Princes Hwy to Pound Rd",604,3174,SB
55910,1103,"Narre Warren-Cranbourne Rd, Pound Rd to Princes Hwy",3174,604,NB
55911,807,"Canterbury Rd, Mt Dandenong Rd to Dorset Rd",146,631,WB
55912,808,"Mt Dandenong Rd,  Canterbury Rd to Swansea Rd ",146,814,EB
55913,809,"Mt Dandenong Rd, Swansea Rd to Canterbury Rd",814,146,WB
55914,810,"Mitcham Rd, Springvale Rd to Whitehorse Rd",339,121,SB
55915,811,"Mitcham Rd, Whitehorse Rd to Springvale Rd",121,339,NB
55916,812,"Boronia Rd, Canterbury Rd to Mountain Hwy",849,775,SB
55917,813,"Boronia Rd, Mountain Hwy to Canterbury Rd",775,849,NB
55918,814,"East Boundary Rd, North Rd to Centre Rd",3560,4613,SB
55919,815,"East Boundary Rd, Centre Rd to North Rd",4613,3560,NB
55920,816,"Nepean Hwy, South Rd to Centre Rd",2322,2320,NB
55921,817,"Nepean Hwy, Centre Rd to South Rd",2320,2322,SB
55922,818,"Nepean Hwy, Centre Rd to North Rd",2320,2316,NB
55923,819,"Nepean Hwy, North Rd to Centre Rd",2316,2320,SB
55924,820,"Burwood Rd/Camberwell Rd, Auburn Rd to Burke Rd",4266,4040,EB
55925,821,"Camberwell Rd/Burwood Rd, Burke Rd to Auburn Rd",4040,4266,WB
55926,822,"Camberwell Rd, Burke Rd to Toorak Rd",4040,4046,EB
55927,823,"Camberwell Rd, Toorak Rd to Burke Rd",4046,4040,WB
55928,824,"Burke Rd, Camberwell Rd to Toorak Rd ",4040,4043,SB
55929,826,"Tooronga Rd, Riversdale Rd to Toorak Rd ",4272,4273,SB
55930,827,"Tooronga Rd, Toorak Rd to Riversdale Rd",4273,4272,NB
55931,828,"Glenferrie Rd, Toorak Rd to Malvern Rd ",4356,4355,SB
55932,829,"Glenferrie Rd, Malvern Rd to Toorak Rd",4355,4356,NB
55933,830,"Glenferrie Rd, Malvern Rd to High St ",4355,4357,SB
55934,831,"Glenferrie Rd, High St to Malvern Rd",4357,4355,NB
55935,832,"Alexandra Av, Punt Rd to Chapel St",3395,4740,EB
55936,833,"Alexandra Ave, Chapel St to Punt Rd",4740,3395,WB
55937,834,"Alexandra Ave, Chapel St to Williams Rd ",4740,4739,EB
55938,835,"Alexandra Ave, Williams Rd to Chapel St",4739,4740,WB
55939,836,"Williams Rd, Alexandra Ave to Toorak Rd ",4739,4745,SB
55940,837,"Williams Rd, Toorak Rd to Alexandra Ave",4745,4739,NB
55941,838,"Glenferrie Rd, Riversdale Rd to Toorak Rd ",4270,4356,SB
55942,839,"Glenferrie Rd, Toorak Rd to Riversdale Rd",4356,4270,NB
55943,840,"Riversdale Rd, Tooronga Rd to Burke Rd ",4272,4040,EB
55944,841,"Riversdale Rd, Burke Rd to Tooronga Rd",4040,4272,WB
55945,842,"Grange Rd, Separation St to Wingrove St",4671,4653,SB
55946,843,"Grange Rd, Wingrove St to Separation St ",4653,4671,NB
55947,844,"Grange Rd, Wingrove St to Heidelberg Rd",4653,3308,SB
55948,845,"Grange Rd, Heidelberg Rd to Wingrove St",3308,4653,NB
55949,846,"Chandler Hwy, Heidelberg Rd to Eastern Fwy ",3308,2822,SB
55950,847,"Chandler Hwy, Eastern Fwy to Heidelberg Rd",2822,3308,NB
55951,848,"Glenferrie Rd, Barkers Rd to Riversdale Rd",3003,4270,SB
55952,849,"Glenferrie Rd, Riversdale Rd to Barkers Rd",4270,3003,NB
55953,850,"Riversdale Rd, Power St to Glenferrie Rd",4268,4270,EB
55954,851,"Riversdale Rd, Glenferrie Rd to Power St",4270,4268,WB
55955,852,"Riversdale Rd, Glenferrie Rd to Tooronga Rd",4270,4272,EB
55956,853,"Riversdale Rd, Tooronga Rd to Glenferrie Rd",4272,4270,WB
55957,854,"Earl St, Princess St to High St/Harp Rd",2820,4321,EB
55958,940,"Boundary Rd, Racecourse Rd to Macaulay Rd",4475,4490,SB
55959,941,"Whitehall St, Napier St to Hopkins St",4231,4236,NB
55960,942,"Whitehall St, Hopkins St to Napier St",4236,4231,SB
55961,943,"Hopkins St/Dynon Rd, Whitehall St to Dock Link Rd",4236,3405,EB
55962,944,"Dynon Rd/Hopkins St, Dock Link Rd to Whitehall Rd",3405,4236,WB
55963,945,"Ballarat Rd, Moore St, Geelong Rd to Whitehall St",2504,4236,SB
55964,946,"Hopkins St/Moore St, Whitehall St to Geelong Rd",4236,2504,NB
55965,949,"Macaulay Rd, Dryburgh St, Boundary Rd to Victoria St",4490,4500,SB
55966,950,"Dryburgh St,  Macaulay Rd, Victoria St to Boundary Rd",4500,4490,NB
55967,951,"Victoria St, Dryburgh St to Curzon St",4500,4502,EB
55968,952,"Victoria St, Curzon St to Dryburgh St",4502,4500,WB
55969,953,"Dynon Rd/Dryburgh Rd, Citylink to Victoria St",4487,4500,EB
55970,954,"Dryburgh St, Dynon Rd, Victoria St to Citylink",4500,4487,WB
55971,955,"Flemington Rd, Citylink on-ramp to Harker St",4478,4465,SB
55972,958,"Elizabeth St/Flemington Rd, Victoria St to Harker St",4388,4465,NB
55973,1105,"Sladen St (Cranbourne-Frankston Rd), Sth Gippsland Hwy to Brookland Greens Blvd",251,522,WB
55974,1106,"South Gippsland Hwy, Thompsons Rd to Sladen St",256,251,SB
55975,1107,"Sth Gippsland Hwy, Sladen St to Thompsons Rd",251,256,NB
55976,1108,"Frankston-Dandenong Rd, Klauer St to Frankston Fwy",729,275,SB
55977,1109,"Frankston-Dandenong Rd, Frankston Fwy to Klauer St",275,729,NB
55978,1110,"Frankston-Dandenong Rd, Frankston Fwy to Wells Rd",275,735,SB
55979,1111,"Frankston-Dandenong Rd, Wells Rd to Frankston Fwy",735,275,NB
55980,1112,"Balcolme Rd, Warrigal Rd to Swanston St",2329,4641,WB
55981,1113,"Balcombe Rd, Swanston St to Warrigal Rd",4641,2329,EB
55982,1114,"Balcombe Rd, Swanston St to Charman Rd",4641,4640,WB
55983,1115,"Balcombe Rd, Charman Rd to Swanston St",4640,4641,EB
55984,1118,"Chesterville Rd - Charman Rd, Karen St to Balcombe Rd",4625,4640,SB
55985,1119,"Charman Rd - Chesterville Rd, Balcombe Rd to Karen St",4640,4625,NB
55986,1120,"Derrimut Rd, Werribee Plaza access 4 to Heaths Rd",1374,5254,SB
55987,1121,"Derrimut Rd, Heaths Rd to Werribee Plaza access 4",5254,1374,NB
55988,1122,"Heaths Rd, Rosella Ave to Derrimut Rd",5269,5254,EB
55989,1123,"Heaths Rd, Derrimut Rd to Rosella Ave",5254,5269,WB
55990,1124,"Heaths Rd, Derrimut Rd to Morris Rd",5254,5252,EB
55991,1125,"Heaths Rd, Morris Rd to Derrimut Rd",5252,5254,WB
55992,1126,"Derrimut Rd, Railway Ave to Heaths Rd",5262,5254,NB
55993,1127,"Derrimut Rd, Heaths Rd to Railway Ave",5254,5262,SB
55994,1128,"Pound Rd, Hallam Rd to Sth Gipps Fwy",400,1247,WB
55995,1129,"Pound Rd, Sth Gipps Fwy to Hallam Rd",1247,400,EB
55996,1132,"Eastbourne Rd, Boneo Rd to Pt Nepean Rd",31010,31007,WB
55997,1133,"Eastbourne Rd, Pt Nepean Rd to Boneo Rd",31007,31010,EB
55998,1134,"Boneo Rd, Pt Nepean Rd to Eastbourne Rd",248,31010,SB
55999,1135,"Boneo Rd, Eastbourne Rd to Pt Nepean Rd",31010,248,NB
56000,1136,"Pt Nepean Rd, Elizabeth Ave to Truemans Rd",31007,501,WB
56001,1137,"Pt Nepean Rd, Truemans Rd to Elizabeth Ave",501,31007,EB
56002,1138,"Pt Nepean Rd, Boneo Rd to Elizabeth Ave",248,31007,WB
56003,1139,"Pt Nepean Rd, Elizabeth Ave to Boneo Rd",31007,248,EB
56004,1140,"Boneo Rd, Eastbourne Rd to Mornington Peninsula Fwy",31010,31009,SB
56005,1141,"Boneo Rd, Mornington Peninsula Fwy to Eastbourne Rd",31009,31010,NB
56006,1142,"Mornington Peninsula Fwy, Boneo Rd to Jetty Rd",31009,31011,NB
56007,1143,"Mornington Peninsula Fwy, Jetty Rd to Boneo Rd",31011,31009,SB
56008,1144,"Jetty Rd, Mornington Peninsula Fwy to Pt Nepean Rd",31011,244,NB
56009,1145,"Jetty Rd,  Pt Nepean Rd to Mornington Peninsula Fwy",244,31011,SB
56010,1146,"Boneo Rd, Mornington Peninsula Fwy to Browns Rd",31009,31008,SB
56011,1147,"Boneo Rd, Browns Rd to Mornington Peninsula Fwy",31008,31009,NB
56012,1148,"Pt Nepean Rd, Dundas St to Canterbury Jetty Rd",247,31004,WB
56013,1149,"Pt Nepean Rd, Canterbury Jetty Rd to Dundas St",31004,247,EB
56014,1150,"Pt Nepean Rd, Canterbury Jetty Rd to Ocean Beach Rd",31004,31002,WB
56015,1151,"Pt Nepean Rd, Ocean Beach Rd to Canterbury Jetty Rd",31002,31004,EB
56016,1152,"Browns Rd, Boneo Rd to Truemans Rd",31008,31006,WB
56017,1153,"Browns Rd, Truemans Rd to Boneo Rd",31006,31008,EB
56018,1154,"Truemans Rd, Browns Rd to Pt Nepean Rd",31006,501,NB
56019,1155,"Truemans Rd, Pt Nepean Rd to Browns Rd",501,31006,SB
56020,1156,"Browns Rd, Truemans Rd to Dundas St",31006,31005,WB
56021,1157,"Browns Rd, Dundas St to Truemans Rd",31005,31006,EB
56022,1158,"Dundas St, Browns Rd to Pt Nepean Rd",31005,247,NB
56023,1159,"Dundas St, Pt Nepean Rd to Browns Rd",247,31005,SB
56024,1160,"Canterbury Jetty Rd, Pt Nepean Rd to Melbourne Rd",31004,31003,SB
56025,1161,"Canterbury Jetty Rd, Melbourne Rd to Pt Nepean Rd",31003,31004,NB
56026,1162,"Melbourne Rd, Canterbury Jetty Rd to Pt Nepean Rd",31003,247,EB
56027,1163,"Melbourne Rd, Pt Nepean Rd to Canterbury Jetty Rd",247,31003,WB
56028,3507,"Princes Fwy, Forsyth Rd ramp to Synedes Rd",31058,31054,WB
56029,1164,"Melbourne Rd, Ocean Beach Rd to Canterbury Jetty Rd",31001,31003,EB
56030,4080,"Monash Fwy, Eastlink to Heatherton Rd OB",1416,1125,SB
56031,1165,"Melbourne Rd, Canterbury Jetty Rd to Ocean Beach Rd",31003,31001,WB
56032,1166,"Ocean Beach Rd, Pt Nepean Rd to Melbourne Rd",31002,31001,WB
56033,1167,"Ocean Beach Rd, Melbourne Rd to Pt Nepean Rd",31001,31002,EB
56034,1168,"Browns Rd, Dundas St to Melbourne Rd",31005,31003,WB
56035,1169,"Browns Rd, Melbourne Rd to Dundas St",31003,31005,EB
56036,1170,"Harbour Esplanade, Charles Grimes Bridge OFF Ramp to Bourke St",1191,4372,NB
56037,1171,"Harbour Esplanade, Bourke St to Navigation Dr",4372,1191,SB
56038,1172,"Bourke St, Harbour Esplanade to Wurundjeri Way",4372,4437,EB
56039,1173,"Bourke St, Wurundjeri Way to Harbour Esplanade",4437,4372,WB
56040,1174,"Harbour Esplanade, Bourke St to Footscray Rd/Wurundjeri Way ",4372,4373,NB
56041,1175,"Harbour Esplanade, Footscray Rd/Wurundjeri Way to Bourke St",4373,4372,SB
56042,1176,"Docklands Dr, Footscray Rd to Pearl River Rd WB ",4373,4163,WB
56043,1177,"Docklands Dr, Pearl River Rd to Footscray Rd  ",4163,4373,EB
56044,1178,"St Georges Rd, Charles St to Scotchmer St ",3671,4214,SWB
56045,1179,"St Georges Rd, Scotchmer St to Charles St",4214,3671,NEB
56046,1180,"Brunswick St, Gertrude St to Johnston St",4216,3451,NB
56047,1181,"Brunswick St, Gertrude St to Johnston St",3451,4216,SB
56048,1182,"St Georges Rd/Brunswick St, Scotchmer St to Alexandra Pde",4214,2101,SB
56049,1183,"St Georges Rd/Brunswick St, Alexandra Pde to Scotchmer St",2101,4214,NB
56050,1184,"Pearl River Rd, Docklands Dr to Footscray Rd",4163,4435,NB
56051,1185,"Pearl River Rd, Footscray Rd to Docklands Dr ",4435,4163,SB
56052,1186," Wurundjeri Way/ Charles Grimes Bridge Rd, Lumier St to Harbour Esplanade",4902,1191,NB
56053,1188,"Victoria Pde, Lansdowne St to Nicholson St",4455,4406,WB
56054,1189,"Victoria Pde, Nicholson St to Lansdowne St ",4406,4455,EB
56055,1190,"Victoria Pde, Lansdowne St to Hoddle St",4455,3385,EB
56056,1191,"Victoria Pde, Hoddle St to Lansdowne St ",3385,4455,WB
56057,1192,"Macarthur St/Gisborne St/Victoria Pde/Brunswick St, Spring St to Gertrude St",4575,4216,NB
56058,1193,"Brunswick St/Victoria Pde/Gisborne St/Macarthur St, Gertrude St to Spring St",4216,4575,SB
56059,1194,"Spring St, Collins St to Flinders St/Wellington Pde",4575,2932,SB
56060,1195,"Spring St, Flinders St/Wellington Pde to Collins St ",2932,4575,NB
56061,1197,"Spring St/Nicholson St, Collins St to Victoria St",4575,4406,NB
56062,1198,"Nicholson St/Spring St, Victoria St to Collins St ",4406,4575,SB
